2025-04-01 17:26:50,972 INFO Initial GPU Memory: [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}]
2025-04-01 19:01:20,656 INFO [cmd-1] Deployed model llama-2-70b (id-1): [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 30.8284912109375, 'used': 17.1597900390625}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 40.3968505859375, 'used': 7.5914306640625}]
2025-04-01 19:02:54,078 INFO [cmd-272] Deployed model falcon-40b (id-2): [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 20.8929443359375, 'used': 27.0953369140625}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 33.9886474609375, 'used': 13.9996337890625}]
2025-04-01 19:03:12,902 INFO [cmd-556] Deployed model llama-2-7b (id-3): [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.7601318359375, 'used': 30.2281494140625}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 33.9886474609375, 'used': 13.9996337890625}]
2025-04-01 19:04:37,263 INFO [cmd-867] Deployed model falcon-40b (id-4): [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 9.6605224609375, 'used': 38.3277587890625}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 7.4964599609375, 'used': 40.4918212890625}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 7.4964599609375, 'used': 40.4918212890625}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 7.4964599609375, 'used': 40.4918212890625}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 7.4964599609375, 'used': 40.4918212890625}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 7.4964599609375, 'used': 40.4918212890625}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 7.6292724609375, 'used': 40.3590087890625}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 27.6585693359375, 'used': 20.3297119140625}]
2025-04-01 19:45:40,917 INFO Initial GPU Memory: [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}]
2025-04-01 19:47:46,559 INFO [cmd-1] Deployed model llama-2-70b (id-1): [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 30.8284912109375, 'used': 17.1597900390625}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 40.3968505859375, 'used': 7.5914306640625}]
2025-04-01 19:49:19,080 INFO [cmd-340] Deployed model falcon-40b (id-2): [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 20.8929443359375, 'used': 27.0953369140625}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 33.9886474609375, 'used': 13.9996337890625}]
2025-04-01 19:49:38,198 INFO [cmd-694] Deployed model llama-2-7b (id-3): [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.7601318359375, 'used': 30.2281494140625}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 33.9886474609375, 'used': 13.9996337890625}]
2025-04-01 19:51:09,803 INFO [cmd-1084] Deployed model falcon-40b (id-4): [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 9.6605224609375, 'used': 38.3277587890625}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 7.4964599609375, 'used': 40.4918212890625}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 7.4964599609375, 'used': 40.4918212890625}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 7.4964599609375, 'used': 40.4918212890625}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 7.4964599609375, 'used': 40.4918212890625}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 7.4964599609375, 'used': 40.4918212890625}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 7.6292724609375, 'used': 40.3590087890625}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 27.6585693359375, 'used': 20.3297119140625}]
2025-04-01 20:32:13,710 INFO Initial GPU Memory: [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 47.52301025390625, 'used': 0.46527099609375}]
2025-04-01 20:34:20,887 INFO [cmd-1] Deployed model llama-2-70b (id-1): [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 30.8284912109375, 'used': 17.1597900390625}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 29.7230224609375, 'used': 18.2652587890625}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 40.3968505859375, 'used': 7.5914306640625}]
2025-04-01 20:35:49,905 INFO [cmd-407] Deployed model falcon-40b (id-2): [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 20.8929443359375, 'used': 27.0953369140625}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 33.9886474609375, 'used': 13.9996337890625}]
2025-04-01 20:36:09,803 INFO [cmd-833] Deployed model llama-2-7b (id-3): [{'id': 0, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 19.5159912109375, 'used': 28.4722900390625}, {'id': 1, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 2, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 3, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 4, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 5, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.6253662109375, 'used': 30.3629150390625}, {'id': 6, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 17.7601318359375, 'used': 30.2281494140625}, {'id': 7, 'name': 'NVIDIA RTX A6000', 'total': 47.98828125, 'free': 33.9886474609375, 'used': 13.9996337890625}]
